user,total_pos_rating,total_neg_rating,total_pos_pur,total_neg_pur
3210,291138,68685,238681,121142
3211,291298,68730,238810,121218
3212,291352,68738,238862,121228
3213,291446,68762,238977,121231
3214,291502,68777,239035,121244
3215,291645,68818,239159,121304
3216,291700,68834,239207,121327
3217,291731,68840,239239,121332
3218,291769,68854,239290,121333
3219,291807,68869,239342,121334
3220,291814,68872,239344,121342
3221,292111,68932,239563,121480
3222,292123,68935,239574,121484
3223,292345,68984,239753,121576
3224,292393,68995,239811,121577
3225,292595,69047,239975,121667
3226,292621,69052,240002,121671
3227,292958,69133,240257,121834
3228,293015,69145,240311,121849
3229,293080,69161,240376,121865
3230,293219,69212,240480,121951
3231,293320,69222,240573,121969
3232,293343,69227,240600,121970
3233,293364,69230,240615,121979
3234,293378,69236,240620,121994
3235,293717,69328,240870,122175
3236,293783,69338,240935,122186
3237,293802,69345,240940,122207
3238,293845,69356,240984,122217
3239,293853,69359,240985,122227
3240,293863,69364,240989,122238
3241,293877,69367,240995,122249
3242,293894,69369,241002,122261
3243,293927,69377,241018,122286
3244,294001,69389,241085,122305
3245,294028,69395,241107,122316
3246,294055,69398,241116,122337
3247,294104,69409,241175,122338
3248,294153,69418,241232,122339
3249,294203,69431,241291,122343
3250,294242,69439,241327,122354
3251,294503,69510,241528,122485
3252,294514,69512,241540,122486
3253,294538,69515,241549,122504
3254,294573,69522,241572,122523
3255,294613,69532,241614,122531
3256,294663,69536,241663,122536
3257,294709,69544,241694,122559
3258,295015,69611,241948,122678
3259,295022,69615,241952,122685
3260,295077,69622,242007,122692
3261,295133,69632,242068,122697
3262,295438,69698,242305,122831
3263,295448,69702,242307,122843
3264,295456,69706,242315,122847
3265,295484,69710,242331,122863
3266,295532,69715,242379,122868
3267,295537,69717,242385,122869
3268,295858,69798,242638,123018
3269,295873,69802,242648,123027
3270,295899,69809,242677,123031
3271,295899,69809,242677,123031
3272,295901,69809,242679,123031
3273,295920,69813,242696,123037
3274,296036,69835,242787,123084
3275,296075,69841,242810,123106
3276,296244,69880,242948,123176
3277,296248,69881,242951,123178
3278,296300,69899,243012,123187
3279,296310,69900,243019,123191
3280,296421,69921,243106,123236
3281,296432,69923,243111,123244
3282,296446,69926,243119,123253
3283,296786,70019,243383,123422
3284,296786,70019,243383,123422
3285,296830,70030,243426,123434
3286,297087,70093,243622,123558
3287,297140,70100,243681,123559
3288,297419,70168,243894,123693
3289,297431,70169,243895,123705
3290,297436,70171,243898,123709
3291,297441,70175,243901,123715
3292,297444,70175,243903,123716
3293,297504,70186,243969,123721
3294,297674,70229,244099,123804
3295,297738,70240,244156,123822
3296,297764,70246,244185,123825
3297,297782,70251,244199,123834
3298,297931,70283,244321,123893
3299,297965,70299,244345,123919
3300,297973,70302,244350,123925
3301,297975,70302,244352,123925
3302,298006,70306,244359,123953
3303,298035,70314,244386,123963
3304,298052,70320,244391,123981
3305,298207,70354,244503,124058
3306,298257,70360,244554,124063
3307,298259,70362,244555,124066
3308,298311,70369,244613,124067
3309,298347,70377,244651,124073
3310,298370,70381,244657,124094
3311,298370,70381,244657,124094
3312,298374,70385,244661,124098
3313,298414,70392,244697,124109
3314,298704,70466,244953,124217
3315,298713,70467,244961,124219
3316,298727,70472,244975,124224
3317,299082,70553,245241,124394
3318,299373,70620,245471,124522
3319,299448,70631,245536,124543
3320,299526,70646,245613,124559
3321,299573,70651,245661,124563
3322,299605,70658,245685,124578
3323,299658,70673,245719,124612
3324,299658,70673,245719,124612
3325,299881,70731,245890,124722
3326,299935,70749,245952,124732
3327,299965,70758,245984,124739
3328,300004,70763,246012,124755
3329,300260,70806,246206,124860
3330,300457,70859,246362,124954
3331,300516,70869,246426,124959
3332,300517,70870,246426,124961
3333,300533,70872,246434,124971
3334,300536,70872,246436,124972
3335,300540,70872,246438,124974
3336,300541,70874,246439,124976
3337,300542,70874,246439,124977
3338,300682,70901,246539,125044
3339,300707,70907,246568,125046
3340,300762,70921,246618,125065
3341,300904,70958,246730,125132
3342,301072,70994,246857,125209
3343,301129,71005,246922,125212
3344,301225,71029,247020,125234
3345,301230,71030,247025,125235
3346,301259,71035,247046,125248
3347,301259,71035,247046,125248
3348,301318,71044,247104,125258
3349,301346,71052,247124,125274
3350,301550,71096,247285,125361
3351,301574,71101,247314,125361
3352,301673,71121,247375,125419
3353,301718,71132,247417,125433
3354,301784,71146,247490,125440
3355,301811,71152,247520,125443
3356,302018,71206,247687,125537
3357,302095,71217,247749,125563
3358,302101,71222,247752,125571
3359,302137,71236,247801,125572
3360,302137,71236,247801,125572
3361,302174,71244,247840,125578
3362,302487,71318,248072,125733
3363,302530,71332,248127,125735
3364,302757,71386,248303,125840
3365,302771,71389,248311,125849
3366,302879,71399,248416,125862
3367,302906,71403,248425,125884
3368,302910,71404,248430,125884
3369,302959,71415,248477,125897
3370,303239,71499,248711,126027
3371,303377,71541,248824,126094
3372,303438,71556,248879,126115
3373,303467,71564,248910,126121
3374,303510,71574,248948,126136
3375,303514,71577,248948,126143
3376,303519,71577,248950,126146
3377,303863,71652,249200,126315
3378,303924,71665,249253,126336
3379,303934,71668,249256,126346
3380,303945,71671,249264,126352
3381,304104,71710,249396,126418
3382,304107,71711,249398,126420
3383,304134,71722,249430,126426
3384,304464,71805,249675,126594
3385,304488,71811,249695,126604
3386,304841,71898,249970,126769
3387,304849,71904,249975,126778
3388,304862,71905,249983,126784
3389,304873,71907,249986,126794
3390,304887,71908,249993,126802
3391,304960,71919,250058,126821
3392,304991,71924,250073,126842
3393,305340,72005,250330,127015
3394,305367,72013,250351,127029
3395,305678,72096,250587,127187
3396,305818,72131,250706,127243
3397,305844,72137,250728,127253
3398,306118,72196,250966,127348
3399,306171,72204,251026,127349
3400,306188,72210,251033,127365
3401,306227,72214,251052,127389
3402,306227,72214,251052,127389
3403,306241,72223,251059,127405
3404,306249,72224,251064,127409
3405,306277,72229,251086,127420
3406,306332,72237,251142,127427
3407,306476,72272,251261,127487
3408,306584,72300,251340,127544
3409,306634,72310,251398,127546
3410,306635,72311,251398,127548
3411,306948,72374,251625,127697
3412,306994,72387,251678,127703
3413,306996,72387,251678,127705
3414,307005,72388,251679,127714
3415,307035,72396,251700,127731
3416,307042,72398,251702,127738
3417,307092,72411,251755,127748
3418,307132,72426,251809,127749
3419,307196,72442,251873,127765
3420,307253,72451,251932,127772
3421,307269,72452,251936,127785
3422,307273,72452,251940,127785
3423,307286,72456,251942,127800
3424,307297,72463,251944,127816
3425,307390,72489,252019,127860
3426,307396,72490,252021,127865
3427,307400,72493,252025,127868
3428,307405,72494,252029,127870
3429,307649,72554,252268,127935
3430,307892,72604,252457,128039
3431,307940,72621,252516,128045
3432,307965,72626,252527,128064
3433,307968,72626,252529,128065
3434,307969,72627,252531,128065
3435,307993,72635,252543,128085
3436,308009,72636,252546,128099
3437,308011,72636,252548,128099
3438,308066,72645,252609,128102
3439,308257,72686,252745,128198
3440,308376,72705,252872,128209
3441,308649,72764,253061,128352
3442,308788,72809,253160,128437
3443,308924,72837,253268,128493
3444,308925,72837,253268,128494
3445,308941,72843,253279,128505
3446,308957,72843,253291,128509
3447,308980,72847,253305,128522
3448,309055,72869,253362,128562
3449,309065,72878,253364,128579
3450,309078,72879,253367,128590
3451,309078,72879,253367,128590
3452,309391,72964,253599,128756
3453,309730,73046,253835,128941
3454,309919,73085,253975,129029
3455,310056,73117,254074,129099
3456,310130,73127,254140,129117
3457,310166,73133,254167,129132
3458,310187,73138,254188,129137
3459,310205,73144,254196,129153
3460,310426,73206,254373,129259
3461,310455,73212,254404,129263
3462,310479,73217,254432,129264
3463,310487,73220,254433,129274
3464,310525,73235,254485,129275
3465,310526,73235,254486,129275
3466,310545,73240,254499,129286
3467,310545,73240,254499,129286
3468,310600,73255,254535,129320
3469,310761,73276,254716,129321
3470,310879,73309,254799,129389
3471,310896,73311,254813,129394
3472,310929,73316,254844,129401
3473,310937,73320,254853,129404
3474,311135,73366,254997,129504
3475,311408,73419,255189,129638
3476,311455,73430,255246,129639
3477,311505,73437,255287,129655
3478,311559,73444,255331,129672
3479,311577,73450,255343,129684
3480,311577,73450,255343,129684
3481,311783,73505,255517,129771
3482,311801,73508,255524,129785
3483,311932,73536,255619,129849
3484,311961,73539,255634,129866
3485,311968,73539,255639,129868
3486,311969,73539,255639,129869
3487,311977,73542,255641,129878
3488,311984,73544,255644,129884
3489,312071,73573,255718,129926
3490,312081,73579,255720,129940
3491,312098,73585,255727,129956
3492,312118,73588,255739,129967
3493,312124,73588,255745,129967
3494,312259,73628,255893,129994
3495,312262,73632,255895,129999
3496,312304,73640,255938,130006
3497,312348,73651,255992,130007
3498,312390,73654,256034,130010
3499,312411,73662,256044,130029
3500,312449,73671,256079,130041
3501,312456,73672,256085,130043
3502,312587,73712,256181,130118
3503,312769,73753,256332,130190
3504,312781,73754,256337,130198
3505,312798,73757,256349,130206
3506,313141,73840,256613,130368
3507,313154,73844,256623,130375
3508,313182,73853,256625,130410
3509,313195,73856,256635,130416
3510,313201,73858,256640,130419
3511,313394,73908,256792,130510
3512,313423,73917,256822,130518
3513,313533,73935,256904,130564
3514,313558,73947,256937,130568
3515,313607,73959,256972,130594
3516,313798,74002,257116,130684
3517,314110,74086,257379,130817
3518,314301,74121,257516,130906
3519,314434,74156,257637,130953
3520,314438,74157,257637,130958
3521,314597,74208,257766,131039
3522,314949,74289,258041,131197
3523,315063,74317,258162,131218
3524,315120,74323,258218,131225
3525,315122,74324,258219,131227
3526,315149,74329,258232,131246
3527,315342,74380,258392,131330
3528,315542,74428,258542,131428
3529,315676,74474,258641,131509
3530,315679,74475,258643,131511
3531,315732,74488,258690,131530
3532,315771,74498,258726,131543
3533,315972,74542,258878,131636
3534,316010,74549,258898,131661
3535,316086,74560,258963,131683
3536,316212,74605,259053,131764
3537,316524,74696,259288,131932
3538,316525,74697,259290,131932
3539,316584,74706,259351,131939
3540,316606,74713,259361,131958
3541,316770,74763,259495,132038
3542,316806,74770,259531,132045
3543,316833,74786,259553,132066
3544,316873,74802,259605,132070
3545,316941,74813,259647,132107
3546,316945,74815,259648,132112
3547,316970,74820,259676,132114
3548,316994,74823,259694,132123
3549,317219,74889,259873,132235
3550,317245,74897,259892,132250
3551,317255,74897,259897,132255
3552,317271,74897,259902,132266
3553,317306,74904,259927,132283
3554,317341,74915,259955,132301
3555,317349,74920,259959,132310
3556,317390,74928,259993,132325
3557,317399,74931,260003,132327
3558,317545,74958,260125,132378
3559,317551,74959,260126,132384
3560,317556,74960,260127,132389
3561,317750,75011,260297,132464
3562,318045,75073,260542,132576
3563,318059,75076,260555,132580
3564,318124,75091,260618,132597
3565,318134,75096,260620,132610
3566,318392,75150,260822,132720
3567,318575,75196,260970,132801
3568,318583,75197,260976,132804
3569,318687,75224,261086,132825
3570,319004,75310,261318,132996
3571,319005,75310,261318,132997
3572,319192,75358,261460,133090
3573,319224,75366,261480,133110
3574,319224,75366,261480,133110
3575,319387,75406,261602,133191
3576,319632,75453,261796,133289
3577,319632,75453,261796,133289
3578,319646,75456,261805,133297
3579,319647,75457,261806,133298
3580,319668,75458,261825,133301
3581,319675,75462,261828,133309
3582,319705,75464,261849,133320
3583,319861,75510,261974,133397
3584,320186,75591,262211,133566
3585,320186,75591,262211,133566
3586,320187,75591,262212,133566
3587,320223,75602,262246,133579
3588,320267,75612,262299,133580
3589,320272,75614,262300,133586
3590,320301,75617,262320,133598
3591,320352,75624,262378,133598
3592,320357,75626,262383,133600
3593,320404,75634,262438,133600
3594,320433,75640,262457,133616
3595,320442,75641,262459,133624
3596,320537,75653,262560,133630
3597,320543,75655,262562,133636
3598,320808,75712,262753,133767
3599,320932,75736,262855,133813
3600,320939,75740,262858,133821
3601,321095,75794,263012,133877
3602,321246,75823,263121,133948
3603,321270,75828,263138,133960
3604,321270,75830,263139,133961
3605,321279,75834,263143,133970
3606,321472,75879,263300,134051
3607,321790,75948,263543,134195
3608,321859,75963,263618,134204
3609,321892,75971,263651,134212
3610,322154,76040,263848,134346
3611,322248,76061,263914,134395
3612,322263,76063,263926,134400
3613,322680,76169,264228,134621
3614,322708,76175,264257,134626
3615,322710,76177,264257,134630
3616,322715,76181,264257,134639
3617,322862,76220,264372,134710
3618,322917,76229,264413,134733
3619,323027,76259,264493,134793
3620,323073,76276,264551,134798
3621,323215,76303,264657,134861
3622,323421,76345,264820,134946
3623,323423,76345,264820,134948
3624,323461,76359,264843,134977
3625,323531,76371,264911,134991
3626,323584,76380,264963,135001
3627,323617,76391,264999,135009
3628,323666,76407,265017,135056
3629,323993,76488,265262,135219
3630,324154,76523,265388,135289
3631,324494,76597,265681,135410
3632,324525,76607,265701,135431
3633,324563,76623,265740,135446
3634,324563,76623,265740,135446
3635,324563,76624,265741,135446
3636,324601,76638,265792,135447
3637,324638,76643,265827,135454
3638,324960,76737,266078,135619
3639,325137,76777,266216,135698
3640,325140,76778,266219,135699
3641,325143,76778,266221,135700
3642,325143,76778,266221,135700
3643,325166,76785,266242,135709
3644,325166,76785,266242,135709
3645,325431,76846,266444,135833
3646,325490,76862,266496,135856
3647,325508,76864,266499,135873
3648,325846,76943,266756,136033
3649,326130,77021,266982,136169
3650,326178,77034,267029,136183
3651,326258,77053,267088,136223
3652,326299,77064,267117,136246
3653,326301,77066,267118,136249
3654,326620,77134,267378,136376
3655,326659,77136,267412,136383
3656,326729,77145,267473,136401
3657,326966,77195,267650,136511
3658,326967,77195,267650,136512
3659,326985,77200,267653,136532
3660,326995,77213,267656,136552
3661,327319,77293,267906,136706
3662,327386,77308,267973,136721
3663,327412,77315,268003,136724
3664,327433,77315,268016,136732
3665,327572,77353,268139,136786
3666,327856,77433,268387,136902
3667,327868,77435,268395,136908
3668,327869,77436,268396,136909
3669,327896,77439,268420,136915
3670,327897,77439,268421,136915
3671,327908,77444,268426,136926
3672,327956,77448,268475,136929
3673,327996,77453,268493,136956
3674,328053,77458,268547,136964
3675,328054,77458,268548,136964
3676,328060,77459,268554,136965
3677,328071,77462,268557,136976
3678,328186,77479,268665,137000
3679,328233,77487,268720,137000
3680,328295,77498,268786,137007
3681,328327,77510,268820,137017
3682,328655,77586,269073,137168
3683,328711,77594,269132,137173
3684,328764,77611,269173,137202
3685,328969,77647,269335,137281
3686,329089,77665,269463,137291
3687,329147,77686,269506,137327
3688,329293,77716,269610,137399
3689,329304,77717,269613,137408
3690,329356,77721,269664,137413
3691,329369,77729,269674,137424
3692,329376,77730,269679,137427
3693,329376,77730,269679,137427
3694,329429,77735,269732,137432
3695,329455,77750,269745,137460
3696,329497,77759,269788,137468
3697,329523,77766,269808,137481
3698,329529,77766,269813,137482
